image,status,brightness,blur_score,contrast,warnings,has_label,class
crack1688.jpg,ok,171.6,135.6,20.8,,True,structural crack
crack17.jpg,flagged,149.4,61.9,12.8,too blurry; low contrast,True,structural crack
crack1709.jpg,flagged,190.7,58.0,18.3,too blurry,True,structural crack
crack1710.jpg,flagged,201.2,39.5,17.9,too blurry,True,structural crack
crack1711.jpg,flagged,183.8,59.6,16.3,too blurry,True,structural crack
crack1712.jpg,ok,181.0,97.2,18.3,,True,structural crack
crack1713.jpg,ok,189.5,96.9,33.2,,True,structural crack
crack1714.jpg,ok,188.5,86.8,37.0,,True,structural crack
crack1715.jpg,flagged,185.4,77.8,39.3,too blurry,True,structural crack
crack1716.jpg,flagged,179.9,71.2,38.0,too blurry,True,structural crack
crack17434.jpg,flagged,167.7,60.1,22.9,too blurry,True,structural crack
crack18.jpg,flagged,141.0,75.7,15.7,too blurry,True,structural crack
crack19.jpg,flagged,154.1,40.0,8.5,too blurry; low contrast,True,microcrack
crack19324.jpg,flagged,154.7,43.4,14.1,too blurry; low contrast,True,structural crack
crack19328.jpg,flagged,120.4,49.8,23.3,too blurry,True,structural crack
crack19341.jpg,ok,160.7,82.6,23.1,,True,structural crack
crack19357.jpg,flagged,158.4,65.1,15.8,too blurry,True,structural crack
crack19360.jpg,ok,154.5,221.4,50.0,,True,structural crack
crack19361.jpg,flagged,195.8,50.0,40.9,too blurry,True,structural crack
crack19367.jpg,ok,186.5,104.2,42.9,,True,structural crack
crack19369.jpg,flagged,131.8,73.8,12.5,too blurry; low contrast,True,structural crack
crack19370.jpg,flagged,209.9,56.0,25.3,too blurry,True,structural crack
crack19373.jpg,ok,169.2,103.4,28.5,,True,structural crack
crack19383.jpg,flagged,171.6,71.1,38.3,too blurry,True,structural crack
crack19401.jpg,flagged,139.6,58.5,14.6,too blurry; low contrast,True,structural crack
crack19405.jpg,ok,173.0,96.8,40.6,,True,structural crack
crack19412.jpg,ok,166.8,119.6,36.5,,True,structural crack
crack19418.jpg,flagged,189.9,62.4,24.1,too blurry,True,structural crack
crack19428.jpg,flagged,196.1,75.0,27.8,too blurry,True,structural crack
crack19434.jpg,flagged,157.9,62.6,17.9,too blurry,True,structural crack
crack19435.jpg,flagged,198.0,45.8,19.1,too blurry,True,structural crack
crack19443.jpg,flagged,152.7,63.1,20.4,too blurry,True,structural crack
crack19448.jpg,ok,161.0,116.6,39.1,,True,structural crack
crack19450.jpg,flagged,183.1,61.5,19.1,too blurry,True,microcrack
crack19458.jpg,ok,144.3,127.0,15.4,,True,structural crack
crack19460.jpg,flagged,132.1,24.3,7.8,too blurry; low contrast,True,structural crack
crack19461.jpg,flagged,158.0,43.9,19.8,too blurry,True,structural crack
crack19463.jpg,flagged,198.1,26.3,23.0,too blurry,True,structural crack
crack19475.jpg,flagged,174.0,42.6,15.6,too blurry,True,microcrack
crack19482.jpg,ok,170.7,156.3,25.9,,True,structural crack
crack19483.jpg,flagged,166.6,58.8,36.2,too blurry,True,structural crack
crack19494.jpg,flagged,166.6,69.6,27.2,too blurry,True,structural crack
crack19497.jpg,ok,193.0,128.6,25.2,,True,structural crack
crack2.jpg,flagged,153.4,56.0,12.8,too blurry; low contrast,True,structural crack
crack20.jpg,flagged,150.5,42.8,8.2,too blurry; low contrast,True,microcrack
crack20412.jpg,ok,186.0,86.7,18.7,,True,structural crack
crack20420.jpg,flagged,170.1,29.7,40.7,too blurry,True,structural crack
crack20439.jpg,ok,176.1,116.8,29.1,,True,structural crack
crack20440.jpg,flagged,164.1,68.0,31.8,too blurry,True,structural crack
crack20442.jpg,ok,180.5,83.8,28.6,,True,structural crack
crack20444.jpg,flagged,192.4,40.8,25.1,too blurry,True,microcrack
crack20446.jpg,ok,173.2,157.6,29.6,,True,structural crack
crack20447.jpg,flagged,135.1,54.2,25.5,too blurry,True,structural crack
crack20448.jpg,ok,172.9,145.6,36.7,,True,structural crack
crack20451.jpg,flagged,142.5,79.7,23.0,too blurry,True,structural crack
crack20452.jpg,flagged,177.1,40.3,19.5,too blurry,True,microcrack
crack20453.jpg,ok,114.7,92.0,26.5,,True,structural crack
crack20454.jpg,flagged,117.5,51.9,22.1,too blurry,True,structural crack
crack20455.jpg,flagged,153.7,49.0,48.1,too blurry,True,structural crack
crack20458.jpg,ok,164.1,89.6,29.2,,True,structural crack
crack20459.jpg,flagged,183.5,43.6,20.6,too blurry,True,structural crack
crack2083.jpg,ok,193.8,81.1,15.7,,True,structural crack
crack2085.jpg,flagged,197.9,110.3,13.8,low contrast,True,microcrack
crack2086.jpg,ok,195.6,111.0,15.9,,True,structural crack
crack2087.jpg,flagged,204.7,42.5,14.4,too blurry; low contrast,True,structural crack
crack2088.jpg,ok,193.4,110.0,16.4,,True,structural crack
crack2089.jpg,ok,193.0,106.2,16.3,,True,structural crack
crack2090.jpg,flagged,192.8,82.3,12.0,low contrast,True,microcrack
crack2091.jpg,flagged,189.7,124.5,14.5,low contrast,True,microcrack
crack2092.jpg,ok,182.8,116.5,16.1,,True,structural crack
crack2093.jpg,ok,180.3,98.0,16.5,,True,structural crack
crack2094.jpg,flagged,177.9,62.9,15.9,too blurry,True,structural crack
crack2095.jpg,flagged,179.3,70.5,16.2,too blurry,True,structural crack
crack2096.jpg,flagged,178.1,68.1,14.9,too blurry; low contrast,True,microcrack
crack2097.jpg,flagged,205.3,50.1,14.5,too blurry; low contrast,True,structural crack
crack2098.jpg,flagged,172.9,47.0,14.6,too blurry; low contrast,True,structural crack
crack2099.jpg,flagged,175.8,54.8,17.2,too blurry,True,structural crack
crack21.jpg,flagged,149.4,49.6,7.4,too blurry; low contrast,True,microcrack
crack2100.jpg,flagged,177.0,50.9,15.4,too blurry,True,structural crack
crack2101.jpg,flagged,172.1,40.7,12.7,too blurry; low contrast,True,structural crack
crack2102.jpg,flagged,165.5,40.1,13.0,too blurry; low contrast,True,delamination
crack2103.jpg,flagged,204.7,69.4,15.9,too blurry,True,structural crack
crack2104.jpg,flagged,206.1,79.8,15.4,too blurry,True,structural crack
crack2105.jpg,flagged,203.4,39.2,14.8,too blurry; low contrast,True,structural crack
crack2106.jpg,ok,203.4,100.8,16.0,,True,structural crack
crack211.jpg,flagged,111.0,61.4,27.7,too blurry,True,structural crack
crack212.jpg,flagged,138.2,64.3,22.7,too blurry,True,structural crack
crack213.jpg,flagged,109.5,63.9,29.2,too blurry,True,structural crack
crack21357.jpg,ok,158.1,131.1,19.3,,True,structural crack
crack21367.jpg,flagged,191.7,73.9,17.9,too blurry,True,structural crack
crack214.jpg,flagged,110.5,73.6,26.0,too blurry,True,structural crack
crack215.jpg,flagged,106.8,65.6,27.0,too blurry,True,structural crack
crack216.jpg,flagged,136.8,59.3,23.0,too blurry,True,structural crack
crack217.jpg,flagged,106.0,57.0,28.3,too blurry,True,structural crack
crack218.jpg,flagged,105.9,64.3,29.5,too blurry,True,structural crack
crack219.jpg,ok,111.9,96.3,24.8,,True,structural crack
crack22.jpg,flagged,146.1,38.9,7.5,too blurry; low contrast,True,microcrack
crack220.jpg,flagged,113.1,79.2,23.9,too blurry,True,microcrack
crack221.jpg,flagged,111.9,78.5,22.8,too blurry,True,microcrack
crack222.jpg,flagged,111.4,65.1,22.6,too blurry,True,structural crack
crack22893.jpg,flagged,198.1,20.5,21.2,too blurry,True,structural crack
crack22894.jpg,flagged,193.8,61.7,22.4,too blurry,True,structural crack
crack22895.jpg,flagged,194.5,48.7,21.8,too blurry,True,structural crack
crack22896.jpg,flagged,196.9,43.1,20.6,too blurry,True,structural crack
crack22897.jpg,flagged,194.9,37.6,21.9,too blurry,True,structural crack
crack22898.jpg,flagged,194.4,29.5,15.3,too blurry,True,structural crack
crack22899.jpg,flagged,193.3,29.7,16.8,too blurry,True,structural crack
crack22900.jpg,flagged,192.5,42.0,25.1,too blurry,True,structural crack
crack22901.jpg,flagged,193.1,42.4,19.2,too blurry,True,structural crack
crack22902.jpg,flagged,200.1,15.8,17.5,too blurry,True,structural crack
crack22903.jpg,flagged,193.2,14.9,20.3,too blurry,True,structural crack
crack22904.jpg,flagged,194.7,16.0,24.3,too blurry,True,structural crack
crack22905.jpg,flagged,194.3,24.6,20.2,too blurry,True,structural crack
crack22906.jpg,flagged,193.4,38.6,24.7,too blurry,True,structural crack
crack22907.jpg,flagged,191.1,15.8,26.9,too blurry,True,structural crack
crack22908.jpg,flagged,190.0,30.3,26.9,too blurry,True,structural crack
crack22909.jpg,ok,196.0,131.3,19.5,,True,structural crack
crack22910.jpg,ok,197.1,110.6,20.0,,True,structural crack
crack22911.jpg,flagged,188.9,23.6,24.5,too blurry,True,structural crack
crack22912.jpg,flagged,194.4,21.7,17.3,too blurry,True,structural crack
crack22913.jpg,flagged,195.2,25.1,19.5,too blurry,True,structural crack
crack22914.jpg,flagged,199.4,33.2,19.1,too blurry,True,structural crack
crack22915.jpg,flagged,195.9,23.3,18.6,too blurry,True,structural crack
crack22916.jpg,flagged,184.1,28.2,20.2,too blurry,True,structural crack
crack22918.jpg,flagged,194.3,34.0,15.8,too blurry,True,structural crack
crack22919.jpg,flagged,192.9,42.8,18.5,too blurry,True,structural crack
crack22920.jpg,flagged,185.9,33.6,18.8,too blurry,True,structural crack
crack22921.jpg,flagged,187.0,30.8,21.8,too blurry,True,structural crack
crack22922.jpg,flagged,178.8,60.6,25.5,too blurry,True,microcrack
crack23.jpg,flagged,134.5,46.9,14.8,too blurry; low contrast,True,structural crack
crack23500.jpg,flagged,180.6,44.4,6.6,too blurry; low contrast,True,microcrack
crack23502.jpg,ok,172.2,164.5,15.2,,True,microcrack
crack23504.jpg,ok,172.5,129.0,15.9,,True,structural crack
crack23505.jpg,flagged,178.4,69.8,10.6,too blurry; low contrast,True,microcrack
crack23506.jpg,flagged,181.6,65.2,9.9,too blurry; low contrast,True,microcrack
crack23511.jpg,flagged,177.8,89.8,11.3,low contrast,True,microcrack
crack23515.jpg,flagged,177.1,97.2,10.5,low contrast,True,microcrack
crack23517.jpg,flagged,178.3,102.6,10.4,low contrast,True,microcrack
crack23518.jpg,flagged,182.3,59.4,10.6,too blurry; low contrast,True,microcrack
crack23519.jpg,flagged,171.0,39.9,8.4,too blurry; low contrast,True,microcrack
crack23520.jpg,flagged,179.1,89.6,9.4,low contrast,True,microcrack
crack23521.jpg,flagged,179.0,113.4,10.5,low contrast,True,microcrack
crack23525.jpg,flagged,172.5,185.5,13.5,low contrast,True,structural crack
crack23530.jpg,flagged,174.8,173.4,11.5,low contrast,True,microcrack
crack23534.jpg,flagged,177.8,140.5,10.5,low contrast,True,microcrack
crack23535.jpg,flagged,174.9,209.1,13.6,low contrast,True,microcrack
crack23538.jpg,flagged,180.2,105.8,9.4,low contrast,True,microcrack
crack23540.jpg,flagged,176.8,195.5,13.5,low contrast,True,microcrack
crack23553.jpg,flagged,180.6,151.4,13.5,low contrast,True,microcrack
crack23557.jpg,flagged,179.2,109.6,11.8,low contrast,True,structural crack
crack23558.jpg,flagged,178.7,129.7,14.5,low contrast,True,structural crack
crack23559.jpg,flagged,171.7,86.4,11.3,low contrast,True,structural crack
crack23561.jpg,flagged,174.5,100.3,11.2,low contrast,True,structural crack
crack23563.jpg,flagged,174.6,95.7,10.1,low contrast,True,microcrack
crack23565.jpg,flagged,174.8,156.8,14.6,low contrast,True,microcrack
crack23569.jpg,flagged,186.2,176.2,12.2,low contrast,True,microcrack
crack23571.jpg,flagged,186.0,182.0,12.2,low contrast,True,structural crack
crack23572.jpg,flagged,184.9,190.9,12.5,low contrast,True,microcrack
crack23573.jpg,flagged,184.3,135.7,10.5,low contrast,True,structural crack
crack24.jpg,flagged,133.7,57.3,14.6,too blurry; low contrast,True,structural crack
crack253.jpg,flagged,131.2,61.1,26.1,too blurry,True,structural crack
crack254.jpg,flagged,126.3,78.0,26.4,too blurry,True,structural crack
crack255.jpg,flagged,134.5,69.7,23.8,too blurry,True,structural crack
crack256.jpg,flagged,124.5,65.1,25.7,too blurry,True,structural crack
crack257.jpg,flagged,121.6,65.4,25.3,too blurry,True,structural crack
crack2575.jpg,flagged,180.9,72.6,16.2,too blurry,True,structural crack
crack2576.jpg,flagged,179.9,78.9,17.3,too blurry,True,structural crack
crack2577.jpg,flagged,178.5,67.0,16.7,too blurry,True,structural crack
crack2578.jpg,flagged,178.3,68.0,16.3,too blurry,True,structural crack
crack2579.jpg,flagged,179.6,79.6,17.4,too blurry,True,structural crack
crack258.jpg,flagged,119.3,52.7,24.0,too blurry,True,structural crack
crack2580.jpg,ok,184.2,83.9,17.3,,True,microcrack
crack2581.jpg,ok,183.5,83.7,17.0,,True,structural crack
crack2582.jpg,flagged,182.6,69.5,17.0,too blurry,True,structural crack
crack2583.jpg,flagged,177.2,77.4,17.5,too blurry,True,microcrack
crack2584.jpg,ok,171.2,99.0,17.1,,True,structural crack
crack2585.jpg,flagged,172.6,73.9,16.0,too blurry,True,structural crack
crack25854.jpg,flagged,181.7,90.4,11.7,low contrast,True,structural crack
crack25859.jpg,flagged,175.2,103.2,13.2,low contrast,True,structural crack
crack2586.jpg,flagged,195.0,36.0,18.8,too blurry,True,structural crack
